pitcher_name,team_abb,season,era,fip,xfip,k_per_9,bb_per_9,k_pct,bb_pct,whip,ip,hr_per_9,gb_pct,lob_pct,war,fangraphs_id
Roansy Contreras,PIT,2022,3.79,4.38,4.48,8.15,3.69,0.21100000000000002,0.096,1.27,95.0,1.23,0.364,0.7440000000000001,0.9,22810
Spenser Watkins,BAL,2022,4.7,4.24,4.68,5.38,2.56,0.13699999999999998,0.065,1.41,105.1,0.94,0.415,0.6829999999999999,0.9,17489
Austin Gomber,COL,2022,5.56,4.54,4.19,6.86,2.45,0.18,0.064,1.37,124.2,1.44,0.426,0.6409999999999999,0.9,16561
Jorge Lopez,- - -,2022,2.54,3.42,3.69,9.13,3.93,0.242,0.10400000000000001,1.18,71.0,0.51,0.578,0.7609999999999999,0.9,14527
Lucas Luetge,NYY,2022,2.67,3.03,3.95,9.42,2.67,0.239,0.068,1.4,57.1,0.63,0.353,0.8290000000000001,0.9,8337
Dane Dunning,TEX,2022,4.46,4.45,4.03,8.04,3.64,0.204,0.092,1.43,153.1,1.17,0.5329999999999999,0.7440000000000001,0.9,19409
Trevor Rogers,MIA,2022,5.47,4.36,4.11,8.92,3.79,0.222,0.094,1.5,107.0,1.26,0.42,0.669,0.9,22286
Ryne Stanek,HOU,2022,1.15,3.02,3.95,10.21,5.1,0.27699999999999997,0.138,1.23,54.2,0.33,0.389,0.919,0.9,15947
Andrew Chafin,DET,2022,2.83,3.06,3.27,10.52,2.98,0.276,0.078,1.17,57.1,0.78,0.513,0.698,0.9,12988
Zach Jackson,OAK,2022,3.0,2.78,4.14,12.56,6.19,0.332,0.163,1.27,48.0,0.19,0.268,0.731,0.9,19493
Aaron Ashby,MIL,2022,4.44,4.06,3.29,10.57,3.94,0.265,0.099,1.43,107.1,1.26,0.569,0.703,0.9,23550
Tyler Kinley,COL,2022,0.75,1.74,3.16,10.13,2.25,0.27,0.06,1.13,24.0,0.0,0.39399999999999996,0.821,0.9,18297
Chris Paddack,MIN,2022,4.03,1.72,3.18,8.06,0.81,0.215,0.022000000000000002,1.21,22.1,0.0,0.441,0.643,0.9,20099
Duane Underwood Jr.,PIT,2022,4.4,2.92,3.91,8.95,3.92,0.22,0.09699999999999999,1.45,57.1,0.16,0.485,0.612,0.9,14677
Jovani Moran,MIN,2022,2.21,1.78,2.88,11.95,3.98,0.32899999999999996,0.11,1.06,40.2,0.0,0.489,0.7440000000000001,0.9,20422
Adam Cimber,TOR,2022,2.8,3.47,3.87,7.39,1.66,0.198,0.044000000000000004,1.12,70.2,0.76,0.418,0.7509999999999999,0.8,15288
Keegan Thompson,CHC,2022,3.76,4.4,4.26,8.45,3.37,0.223,0.08900000000000001,1.27,115.0,1.25,0.409,0.762,0.8,19795
Dylan Bundy,MIN,2022,4.89,4.66,4.7,6.04,1.8,0.158,0.047,1.28,140.0,1.54,0.34,0.6940000000000001,0.8,12917
Paul Blackburn,OAK,2022,4.28,4.21,3.89,7.19,2.43,0.191,0.064,1.26,111.1,1.21,0.474,0.742,0.8,14739
Brad Keller,KCR,2022,5.09,4.5,4.35,6.57,3.67,0.165,0.092,1.5,139.2,1.1,0.521,0.67,0.8,15734
Nabil Crismatt,SDP,2022,2.94,3.22,3.46,8.69,2.94,0.23199999999999998,0.079,1.17,67.1,0.67,0.505,0.703,0.8,17732
Lance McCullers Jr.,HOU,2022,2.27,3.49,3.58,9.44,4.15,0.256,0.113,1.24,47.2,0.76,0.5,0.88,0.8,14120
Yimi Garcia,TOR,2022,3.1,3.47,4.09,8.56,2.36,0.235,0.065,1.05,61.0,0.89,0.396,0.705,0.8,12095
MacKenzie Gore,SDP,2022,4.5,4.11,4.42,9.26,4.76,0.233,0.12,1.47,70.0,0.9,0.376,0.741,0.8,22201
Kyle Bradish,BAL,2022,4.9,4.46,4.01,8.49,3.52,0.218,0.09,1.4,117.2,1.3,0.456,0.7020000000000001,0.8,24586
Daniel Lynch IV,KCR,2022,5.13,4.63,4.3,8.34,3.55,0.203,0.087,1.57,131.2,1.44,0.415,0.728,0.8,21537
Zach Plesac,CLE,2022,4.31,4.45,4.39,6.84,2.6,0.17600000000000002,0.067,1.32,131.2,1.3,0.4,0.6890000000000001,0.8,19979
Daniel Hudson,LAD,2022,2.22,2.04,2.42,11.1,1.85,0.309,0.052000000000000005,0.9,24.1,0.37,0.534,0.752,0.8,7146
Bryce Elder,ATL,2022,3.17,3.78,4.16,7.83,3.83,0.207,0.10099999999999999,1.24,54.0,0.67,0.493,0.792,0.8,27779
Brusdar Graterol,LAD,2022,3.26,2.95,3.12,7.79,1.81,0.218,0.051,0.99,49.2,0.54,0.631,0.669,0.8,20367
Josh Hader,- - -,2022,5.22,3.45,2.94,14.58,3.78,0.37,0.096,1.28,50.0,1.44,0.292,0.669,0.8,14212
Jason Foley,DET,2022,3.88,2.76,3.56,6.41,1.64,0.168,0.043,1.38,60.1,0.3,0.5710000000000001,0.706,0.8,19531
Chris Stratton,- - -,2022,4.26,3.32,4.04,8.53,3.55,0.215,0.09,1.53,63.1,0.57,0.442,0.696,0.7,13761
Alex Lange,DET,2022,3.41,3.25,3.23,11.65,4.41,0.303,0.114,1.23,63.1,0.71,0.556,0.6970000000000001,0.7,19883
Patrick Corbin,WSN,2022,6.31,4.84,4.21,7.55,2.89,0.18,0.069,1.7,152.2,1.59,0.442,0.644,0.7,9323
Robert Suarez,SDP,2022,2.27,3.22,3.24,11.52,3.97,0.319,0.11,1.05,47.2,0.76,0.433,0.847,0.7,30115
Tanner Houck,BOS,2022,3.15,3.3,3.68,8.4,3.3,0.22699999999999998,0.08900000000000001,1.18,60.0,0.45,0.509,0.755,0.7,19879
Michael Fulmer,- - -,2022,3.39,3.57,4.45,8.62,3.96,0.221,0.10099999999999999,1.37,63.2,0.57,0.354,0.752,0.7,13218
Steven Matz,STL,2022,5.25,3.78,3.15,10.13,1.88,0.261,0.048,1.25,48.0,1.5,0.38299999999999995,0.669,0.7,13361
David Robertson,- - -,2022,2.4,3.58,3.71,11.45,4.95,0.307,0.133,1.16,63.2,0.85,0.465,0.86,0.7,8241
Brad Boxberger,MIL,2022,2.95,3.57,4.06,9.56,3.8,0.254,0.10099999999999999,1.23,64.0,0.84,0.34299999999999997,0.799,0.7,10133
Penn Murfee,SEA,2022,2.99,3.1,3.6,9.87,2.34,0.27899999999999997,0.066,0.95,69.1,0.91,0.34299999999999997,0.773,0.7,25174
Johan Oviedo,- - -,2022,3.21,3.74,4.14,8.68,3.7,0.223,0.095,1.29,56.0,0.8,0.494,0.794,0.7,22487
Jesse Chavez,- - -,2022,3.76,3.39,3.32,9.61,2.6,0.253,0.068,1.31,69.1,1.04,0.38799999999999996,0.718,0.7,5448
Tylor Megill,NYM,2022,5.13,3.77,3.35,9.7,2.47,0.255,0.065,1.25,47.1,1.33,0.409,0.657,0.7,21318
Hayden Wesneski,CHC,2022,2.18,3.2,3.64,9.0,1.91,0.25,0.053,0.94,33.0,0.82,0.47100000000000003,0.8390000000000001,0.7,27581
Kendall Graveman,CHW,2022,3.18,3.42,3.44,9.14,3.6,0.23199999999999998,0.091,1.4,65.0,0.69,0.54,0.747,0.7,15514
Trevor Williams,NYM,2022,3.21,3.88,3.94,8.43,2.31,0.226,0.062,1.23,89.2,1.2,0.36200000000000004,0.823,0.7,16977
Hoby Milner,MIL,2022,3.76,3.16,3.37,8.91,2.09,0.235,0.055,1.18,64.2,0.7,0.489,0.711,0.7,13346
Taylor Clarke,KCR,2022,4.04,3.3,3.64,8.82,1.47,0.23600000000000002,0.039,1.18,49.0,1.1,0.368,0.672,0.7,17611
Jose Urena,- - -,2022,5.01,4.65,4.61,5.85,3.99,0.146,0.1,1.57,97.0,1.02,0.49700000000000005,0.6609999999999999,0.7,11589
Dennis Santana,TEX,2022,5.22,3.35,4.19,8.28,4.3,0.212,0.11,1.33,58.2,0.31,0.48200000000000004,0.5429999999999999,0.7,17878
Domingo German,NYY,2022,3.61,4.44,4.33,7.22,2.36,0.195,0.064,1.16,72.1,1.37,0.39799999999999996,0.785,0.7,17149
Connor Overton,CIN,2022,2.73,3.66,4.97,3.82,3.0,0.113,0.08900000000000001,0.97,33.0,0.27,0.414,0.7190000000000001,0.7,18376
Dylan Floro,MIA,2022,3.02,3.13,3.6,8.05,2.52,0.218,0.068,1.17,53.2,0.67,0.452,0.6970000000000001,0.7,13394
David Phelps,TOR,2022,2.83,3.16,4.26,9.05,4.38,0.235,0.114,1.3,63.2,0.28,0.355,0.772,0.7,6316
Chris Flexen,SEA,2022,3.73,4.49,5.04,6.21,3.33,0.161,0.086,1.33,137.2,1.11,0.33799999999999997,0.769,0.6,13896
Andre Pallante,STL,2022,3.17,3.98,3.71,6.08,3.33,0.16,0.08800000000000001,1.42,108.0,0.75,0.639,0.813,0.6,26108
Kyle Finnegan,WSN,2022,3.51,3.76,3.22,9.45,2.97,0.261,0.08199999999999999,1.14,66.2,1.22,0.483,0.757,0.6,15009
Bailey Falter,PHI,2022,3.86,4.65,4.13,7.93,1.82,0.212,0.049,1.21,84.0,1.71,0.317,0.8059999999999999,0.6,20070
Eli Morgan,CLE,2022,3.38,3.58,3.54,9.72,1.76,0.281,0.051,0.89,66.2,1.35,0.304,0.6809999999999999,0.6,20203
Eduardo Rodriguez,DET,2022,4.05,4.43,4.41,7.12,3.36,0.184,0.087,1.33,91.0,1.19,0.434,0.6970000000000001,0.6,13164
Jake Woodford,STL,2022,2.23,3.13,4.18,4.47,2.05,0.128,0.059000000000000004,1.12,48.1,0.19,0.52,0.784,0.6,18674
Matt Brash,SEA,2022,4.44,3.51,3.7,11.01,5.86,0.27899999999999997,0.149,1.56,50.2,0.53,0.516,0.7290000000000001,0.6,25756
Ryan Feltner,COL,2022,5.83,4.76,4.43,7.77,3.24,0.196,0.08199999999999999,1.41,97.1,1.48,0.413,0.644,0.6,21446
Tyler Rogers,SFG,2022,3.57,3.44,4.12,5.83,2.74,0.154,0.07200000000000001,1.27,75.2,0.36,0.561,0.6920000000000001,0.6,15541
Davis Martin,CHW,2022,4.83,4.28,4.42,6.82,2.7,0.17800000000000002,0.071,1.29,63.1,1.14,0.36700000000000005,0.664,0.6,21448
Amir Garrett,KCR,2022,4.96,3.4,4.77,9.73,6.35,0.25,0.163,1.32,45.1,0.0,0.389,0.6,0.6,14375
Kris Bubic,KCR,2022,5.58,4.78,4.51,7.67,4.4,0.187,0.107,1.7,129.0,1.26,0.41,0.688,0.6,21455
Justin Lawrence,COL,2022,5.7,3.39,3.59,10.13,4.64,0.251,0.115,1.55,42.2,0.63,0.508,0.637,0.6,17639
Hunter Brown,HOU,2022,0.89,1.98,2.78,9.74,3.1,0.275,0.08800000000000001,1.08,20.1,0.0,0.68,0.909,0.6,25880
Jalen Beeks,TBR,2022,2.8,3.49,3.26,10.33,3.25,0.28,0.08800000000000001,1.16,61.0,1.03,0.45799999999999996,0.807,0.6,17192
Connor Brogdon,PHI,2022,3.27,3.43,3.47,10.23,2.25,0.266,0.059000000000000004,1.25,44.0,1.23,0.311,0.84,0.6,21205
Gregory Soto,DET,2022,3.28,3.59,4.59,8.95,5.07,0.228,0.129,1.38,60.1,0.3,0.48100000000000004,0.665,0.6,19677
Lucas Gilbreath,COL,2022,4.19,3.53,4.06,10.26,5.44,0.262,0.139,1.47,43.0,0.42,0.467,0.701,0.6,21290
Ian Gibaut,- - -,2022,4.5,3.11,3.51,12.0,4.5,0.3,0.113,1.58,36.0,0.75,0.376,0.743,0.6,17871
Jose Leclerc,TEX,2022,2.83,3.72,4.38,10.2,3.97,0.273,0.106,1.13,47.2,0.94,0.292,0.8,0.6,14524
JP Sears,- - -,2022,3.86,4.21,4.57,6.56,2.96,0.177,0.08,1.29,70.0,1.03,0.405,0.755,0.5,23429
Clarke Schmidt,NYY,2022,3.12,3.6,3.96,8.74,3.59,0.237,0.09699999999999999,1.2,57.2,0.78,0.42100000000000004,0.75,0.5,19899
Zach Pop,- - -,2022,2.77,2.96,3.43,5.77,0.92,0.159,0.025,1.15,39.0,0.46,0.568,0.769,0.5,20185
Dillon Tate,BAL,2022,3.05,3.48,3.4,7.33,1.95,0.205,0.055,0.99,73.2,0.73,0.574,0.7120000000000001,0.5,17796
Tanner Scott,MIA,2022,4.31,3.67,3.53,12.93,6.61,0.311,0.159,1.61,62.2,0.72,0.46299999999999997,0.7240000000000001,0.5,17586
Drey Jameson,ARI,2022,1.48,3.19,2.98,8.88,2.59,0.245,0.071,1.11,24.1,0.74,0.561,0.9520000000000001,0.5,26260
Keegan Akin,BAL,2022,3.2,3.59,3.34,8.49,2.2,0.23399999999999999,0.061,1.09,81.2,1.1,0.493,0.7240000000000001,0.5,19362
Tim Hill,SDP,2022,3.56,3.47,4.31,4.69,2.63,0.126,0.07,1.23,48.0,0.19,0.6,0.698,0.5,16814
Kutter Crawford,BOS,2022,5.47,4.34,4.33,8.96,3.38,0.231,0.087,1.42,77.1,1.4,0.313,0.662,0.5,20531
Joey Wentz,DET,2022,3.03,3.54,4.56,7.44,3.58,0.2,0.096,1.1,32.2,0.55,0.366,0.7020000000000001,0.5,19962
Wade Miley,CHC,2022,3.16,3.95,4.42,6.81,3.41,0.17600000000000002,0.08800000000000001,1.22,37.0,0.73,0.526,0.631,0.5,8779
Adbert Alzolay,CHC,2022,3.38,1.91,2.27,12.83,1.35,0.365,0.038,0.83,13.1,0.68,0.4,0.66,0.5,17859
Richard Bleier,MIA,2022,3.55,3.27,3.76,5.68,1.78,0.14400000000000002,0.045,1.44,50.2,0.53,0.525,0.745,0.5,7803
Shawn Armstrong,- - -,2022,4.38,3.47,3.46,9.63,2.48,0.245,0.063,1.35,61.2,1.02,0.475,0.7120000000000001,0.5,12857
Chris Archer,MIN,2022,4.56,4.49,4.57,7.36,4.21,0.192,0.11,1.31,102.2,1.05,0.43700000000000006,0.677,0.5,6345
Caleb Ferguson,LAD,2022,1.82,3.0,3.86,9.61,4.41,0.261,0.12,1.15,34.2,0.26,0.424,0.813,0.5,19349
Ron Marinaccio,NYY,2022,2.05,3.2,4.06,11.45,4.91,0.309,0.133,1.05,44.0,0.41,0.415,0.813,0.5,23488
Kevin Ginkel,ARI,2022,3.38,2.74,3.61,9.2,3.38,0.242,0.08900000000000001,1.3,29.1,0.31,0.488,0.665,0.5,19876
Daulton Jefferies,OAK,2022,5.72,3.77,4.33,6.41,1.83,0.163,0.047,1.37,39.1,0.92,0.466,0.595,0.5,19345
Joe Kelly,CHW,2022,6.08,3.06,3.16,12.89,5.59,0.312,0.135,1.59,37.0,0.49,0.644,0.608,0.5,9761
Luke Weaver,- - -,2022,6.56,2.69,3.82,9.59,3.28,0.218,0.075,1.82,35.2,0.25,0.4,0.586,0.5,16918
Yency Almonte,LAD,2022,1.02,3.17,3.65,8.41,2.55,0.244,0.07400000000000001,0.79,35.1,0.51,0.489,0.9590000000000001,0.5,15068
Ryan Brasier,BOS,2022,5.78,3.61,3.49,9.24,1.88,0.243,0.049,1.3,62.1,1.3,0.405,0.562,0.5,5615
Mike Clevinger,SDP,2022,4.33,4.98,4.76,7.16,2.76,0.188,0.07200000000000001,1.2,114.1,1.57,0.35200000000000004,0.765,0.4,12808
Madison Bumgarner,ARI,2022,4.88,4.85,4.83,6.35,2.78,0.16,0.07,1.44,158.2,1.42,0.369,0.693,0.4,5524
Edward Cabrera,MIA,2022,3.01,4.59,4.12,9.42,4.14,0.258,0.113,1.07,71.2,1.26,0.45299999999999996,0.861,0.4,21690
Chad Kuhl,COL,2022,5.72,5.26,4.78,7.23,3.81,0.17800000000000002,0.094,1.55,137.0,1.64,0.366,0.6940000000000001,0.4,14975
Paul Sewald,SEA,2022,2.67,3.88,3.58,10.13,2.39,0.298,0.07,0.77,64.0,1.41,0.306,0.821,0.4,13892
Dylan Coleman,KCR,2022,2.78,3.88,4.38,9.4,4.9,0.24600000000000002,0.128,1.24,68.0,0.66,0.414,0.7709999999999999,0.4,22276
Nick Martinez,SDP,2022,3.47,4.43,4.04,8.04,3.47,0.212,0.092,1.29,106.1,1.27,0.474,0.8079999999999999,0.4,12730
Trevor Megill,MIN,2022,4.8,3.29,3.52,9.8,3.4,0.25,0.087,1.49,45.0,0.8,0.45,0.625,0.4,17722
Dany Jimenez,OAK,2022,3.41,3.46,4.47,8.91,4.72,0.23399999999999999,0.124,1.19,34.1,0.52,0.409,0.654,0.4,21170
Jackson Stephens,ATL,2022,3.69,3.54,4.06,7.88,3.86,0.2,0.098,1.34,53.2,0.5,0.46299999999999997,0.607,0.4,14420
Ryan Thompson,TBR,2022,3.8,3.42,3.55,8.23,2.32,0.215,0.061,1.17,42.2,0.84,0.512,0.603,0.4,16647
Cody Stashak,MIN,2022,3.86,2.07,3.63,8.27,0.0,0.231,0.0,0.98,16.1,0.55,0.26,0.616,0.4,18088
Will Vest,DET,2022,4.0,3.54,3.48,9.0,3.14,0.23199999999999998,0.081,1.33,63.0,0.86,0.49700000000000005,0.725,0.4,19769
Vince Velasquez,CHW,2022,4.78,4.25,4.48,8.24,2.99,0.21600000000000003,0.078,1.23,75.1,1.31,0.35700000000000004,0.6659999999999999,0.4,11189
Kyle Nelson,ARI,2022,2.19,3.22,4.39,7.3,3.41,0.19899999999999998,0.09300000000000001,1.08,37.0,0.24,0.406,0.7929999999999999,0.4,20515
Peter Strzelecki,MIL,2022,2.83,2.94,3.81,10.29,3.86,0.27,0.10099999999999999,1.23,35.0,0.51,0.311,0.752,0.4,21367
Javier Assad,CHC,2022,3.11,4.49,4.92,7.17,4.78,0.18100000000000002,0.12,1.46,37.2,0.96,0.38799999999999996,0.83,0.4,21741
Zach Davies,ARI,2022,4.09,4.83,4.57,6.83,3.48,0.179,0.091,1.3,134.1,1.41,0.429,0.75,0.4,13183
Jonathan Loaisiga,NYY,2022,4.13,3.57,3.78,6.94,3.56,0.182,0.094,1.29,48.0,0.56,0.596,0.64,0.4,19753
Joely Rodriguez,NYM,2022,4.47,3.23,3.46,10.19,4.65,0.264,0.12,1.35,50.1,0.54,0.5379999999999999,0.633,0.4,11487
Seth Martinez,HOU,2022,2.09,3.32,3.92,8.84,3.26,0.245,0.09,1.03,38.2,0.7,0.41600000000000004,0.8420000000000001,0.4,21045
Alex Young,- - -,2022,2.36,2.89,4.05,7.09,3.71,0.18100000000000002,0.095,1.5,26.2,0.0,0.542,0.732,0.4,18333
Garrett Cleavinger,- - -,2022,3.91,2.5,2.72,12.52,2.74,0.348,0.076,0.91,23.0,0.78,0.373,0.521,0.4,17897
Mike Baumann,BAL,2022,4.72,3.87,4.29,6.03,2.36,0.154,0.06,1.51,34.1,0.79,0.509,0.703,0.4,20206
DL Hall,BAL,2022,5.93,1.65,2.84,12.51,3.95,0.297,0.094,1.68,13.2,0.0,0.462,0.609,0.4,22207
Jose Quijada,LAA,2022,3.98,3.85,4.14,11.51,4.65,0.308,0.124,1.13,40.2,1.11,0.33,0.7070000000000001,0.4,19200
Packy Naughton,STL,2022,4.78,3.14,3.36,8.72,1.97,0.22,0.05,1.44,32.0,0.84,0.495,0.701,0.4,23292
Diego Castillo,SEA,2022,3.64,3.68,3.85,8.78,3.64,0.239,0.099,1.14,54.1,0.83,0.462,0.649,0.3,17496
Erick Fedde,WSN,2022,5.81,5.15,4.74,6.66,4.11,0.16399999999999998,0.10099999999999999,1.63,127.0,1.49,0.419,0.693,0.3,17425
Nick Sandlin,CLE,2022,2.25,3.68,4.23,8.39,4.91,0.228,0.133,1.16,44.0,0.41,0.5589999999999999,0.8009999999999999,0.3,20517
Colin Holderman,- - -,2022,3.81,3.32,4.79,7.62,4.45,0.203,0.11900000000000001,1.2,28.1,0.0,0.45299999999999996,0.632,0.3,22361
James Kaprielian,OAK,2022,4.23,4.63,5.06,6.58,3.96,0.17,0.102,1.34,134.0,1.07,0.377,0.72,0.3,18331
Erasmo Ramirez,WSN,2022,2.92,4.05,3.94,6.36,1.46,0.17600000000000002,0.04,1.08,86.1,1.15,0.452,0.813,0.3,10314
Steven Wilson,SDP,2022,3.06,4.13,4.62,9.0,3.4,0.248,0.09300000000000001,1.06,53.0,1.19,0.235,0.7929999999999999,0.3,20353
A.J. Puk,OAK,2022,3.12,3.69,3.67,10.31,3.12,0.27,0.08199999999999999,1.15,66.1,0.95,0.434,0.774,0.3,19343
Carlos Estevez,COL,2022,3.47,4.08,4.27,8.53,3.63,0.23,0.098,1.18,57.0,1.11,0.361,0.7040000000000001,0.3,14542
Matt Strahm,BOS,2022,3.83,3.72,4.02,10.48,3.43,0.26899999999999996,0.08800000000000001,1.23,44.2,1.01,0.368,0.679,0.3,13799
Kyle Hendricks,CHC,2022,4.8,4.82,4.46,7.04,2.56,0.185,0.067,1.29,84.1,1.6,0.36200000000000004,0.736,0.3,12049
Brad Hand,PHI,2022,2.8,3.93,4.9,7.6,4.6,0.192,0.11599999999999999,1.33,45.0,0.4,0.40299999999999997,0.759,0.3,9111
Seth Lugo,NYM,2022,3.6,3.76,3.51,9.55,2.49,0.254,0.066,1.17,65.0,1.25,0.456,0.7979999999999999,0.3,12447
Jordan Hicks,STL,2022,4.84,4.17,4.03,9.24,5.14,0.24,0.133,1.32,61.1,0.73,0.5760000000000001,0.679,0.3,19618
Aaron Bummer,CHW,2022,2.36,3.19,2.82,10.13,3.38,0.256,0.085,1.5,26.2,0.68,0.635,0.7909999999999999,0.3,16258
Tanner Banks,CHW,2022,3.06,3.57,3.6,8.32,3.06,0.226,0.083,1.13,53.0,0.85,0.466,0.667,0.3,16990
Tommy Nance,MIA,2022,4.33,3.71,3.37,11.75,4.33,0.29100000000000004,0.107,1.51,43.2,1.03,0.46399999999999997,0.762,0.3,19178
Manny Banuelos,- - -,2022,4.39,3.45,3.98,9.22,4.61,0.24,0.12,1.29,41.0,0.44,0.542,0.62,0.3,5365
Dustin May,LAD,2022,4.5,4.38,4.21,8.7,4.2,0.228,0.11,1.17,30.0,0.9,0.513,0.642,0.3,19716
Lou Trivino,- - -,2022,4.53,3.63,3.34,11.24,4.02,0.268,0.096,1.64,53.2,1.01,0.526,0.73,0.3,15043
Ken Waldichuk,OAK,2022,4.93,4.3,4.26,8.57,2.6,0.226,0.068,1.21,34.2,1.3,0.354,0.6920000000000001,0.3,27681
Austin Davis,- - -,2022,5.79,4.02,4.66,10.29,5.3,0.242,0.125,1.61,56.0,0.8,0.335,0.636,0.3,17117
Joel Kuhnel,CIN,2022,6.36,3.96,3.52,8.69,2.17,0.22,0.055,1.4,58.0,1.24,0.522,0.602,0.3,19995
Ryne Nelson,ARI,2022,1.47,3.77,4.69,7.85,2.95,0.23199999999999998,0.087,0.82,18.1,0.98,0.23399999999999999,0.902,0.3,26253
Chad Green,NYY,2022,3.0,2.85,4.15,9.6,3.0,0.258,0.081,1.2,15.0,0.6,0.25,0.723,0.3,15552
Jimmy Lambert,CHW,2022,3.26,3.9,4.62,8.62,4.6,0.221,0.11800000000000001,1.36,47.0,0.77,0.361,0.7909999999999999,0.3,19541
Brett Martin,TEX,2022,4.14,3.63,3.81,7.2,3.24,0.18899999999999997,0.085,1.36,50.0,0.72,0.507,0.657,0.3,17369
Victor Arano,WSN,2022,4.5,3.71,3.46,9.43,2.57,0.235,0.064,1.4,42.0,1.07,0.516,0.589,0.3,15915
Pierce Johnson,SDP,2022,5.02,2.76,2.79,13.19,5.02,0.32799999999999996,0.125,1.53,14.1,0.63,0.5429999999999999,0.68,0.3,13435
Garrett Richards,TEX,2022,5.27,3.46,3.94,7.59,2.74,0.195,0.07,1.34,42.2,0.63,0.526,0.573,0.3,9784
Alex Faedo,DET,2022,5.53,4.62,5.02,7.38,4.19,0.18,0.102,1.64,53.2,1.17,0.312,0.6940000000000001,0.3,19874
Ty Blach,COL,2022,5.89,3.86,4.59,5.89,2.23,0.15,0.057,1.4,44.1,0.81,0.43,0.599,0.3,14361
Scott Alexander,SFG,2022,1.04,2.88,2.64,5.19,0.52,0.159,0.016,0.75,17.1,0.52,0.74,0.948,0.3,10591
Fernando Cruz,CIN,2022,1.23,3.18,3.61,12.89,5.52,0.32799999999999996,0.141,1.23,14.2,0.61,0.355,0.909,0.3,7048
Aaron Loup,LAA,2022,3.84,3.76,4.11,7.98,3.38,0.2,0.085,1.3,58.2,0.61,0.49700000000000005,0.5870000000000001,0.3,10343
Luis L. Ortiz,PIT,2022,4.5,3.67,4.44,9.56,5.63,0.24600000000000002,0.145,1.13,16.0,0.56,0.439,0.542,0.3,27646
Mychal Givens,- - -,2022,3.38,3.96,3.66,10.42,3.67,0.273,0.096,1.32,61.1,1.17,0.428,0.789,0.2,10430
Adrian Morejon,SDP,2022,4.24,3.88,4.57,7.41,2.38,0.19899999999999998,0.064,1.18,34.0,1.06,0.324,0.65,0.2,20039
Matt Wisler,TBR,2022,2.25,4.25,4.9,7.16,2.86,0.19899999999999998,0.08,1.0,44.0,1.23,0.248,0.73,0.2,12804
Joel Payamps,- - -,2022,3.23,4.24,4.07,6.63,2.59,0.17,0.066,1.37,55.2,1.13,0.528,0.792,0.2,14332
Rony Garcia,DET,2022,4.41,4.52,4.15,8.47,2.29,0.233,0.063,1.04,51.0,1.59,0.312,0.6759999999999999,0.2,20430
Zach Thompson,PIT,2022,5.18,4.87,4.44,6.66,3.4,0.166,0.085,1.51,121.2,1.41,0.45299999999999996,0.6920000000000001,0.2,16094
Aaron Sanchez,- - -,2022,6.6,4.48,4.18,6.15,2.25,0.155,0.057,1.55,60.0,1.2,0.528,0.599,0.2,11490
Jake Cousins,MIL,2022,2.7,3.19,3.43,14.18,5.4,0.35600000000000004,0.136,1.35,13.1,0.68,0.46399999999999997,0.86,0.2,21620
Jeff Hoffman,CIN,2022,3.83,4.3,5.06,9.07,4.63,0.228,0.11699999999999999,1.41,44.2,1.01,0.28600000000000003,0.746,0.2,17432
Mark Leiter Jr.,CHC,2022,3.99,4.29,3.62,9.71,3.33,0.259,0.08900000000000001,1.14,67.2,1.33,0.489,0.743,0.2,15551
Robert Stephenson,- - -,2022,5.43,4.23,4.11,8.53,2.17,0.223,0.057,1.33,58.0,1.55,0.28600000000000003,0.609,0.2,13594
Tanner Rainey,WSN,2022,3.3,4.18,3.99,10.8,3.9,0.281,0.102,1.3,30.0,1.5,0.316,0.7190000000000001,0.2,17610
Louie Varland,MIN,2022,3.81,4.3,4.13,7.27,2.08,0.198,0.057,1.23,26.0,1.38,0.359,0.8029999999999999,0.2,27691
Konnor Pilkington,CLE,2022,3.88,4.49,4.86,7.76,4.97,0.19399999999999998,0.124,1.47,58.0,0.93,0.39899999999999997,0.725,0.2,21453
Matt Foster,CHW,2022,4.4,4.11,4.39,8.4,3.4,0.218,0.08800000000000001,1.33,45.0,1.2,0.311,0.6779999999999999,0.2,19647
Dinelson Lamet,- - -,2022,6.12,4.07,3.93,12.53,5.29,0.302,0.128,1.52,32.1,1.11,0.342,0.633,0.2,17186
Phoenix Sanders,TBR,2022,3.07,2.09,3.7,7.36,1.84,0.21100000000000002,0.053,1.02,14.2,0.0,0.415,0.667,0.2,20541
Jeff Brigham,MIA,2022,3.38,3.65,3.88,10.5,3.75,0.27699999999999997,0.099,1.33,24.0,1.13,0.19399999999999998,0.7909999999999999,0.2,16631
Wyatt Mills,- - -,2022,4.6,3.62,4.64,7.98,3.99,0.203,0.102,1.33,29.1,0.31,0.42200000000000004,0.6809999999999999,0.2,20010
Archie Bradley,LAA,2022,4.82,3.33,3.82,7.23,3.38,0.192,0.09,1.29,18.2,0.48,0.5710000000000001,0.48700000000000004,0.2,12918
Cole Ragans,TEX,2022,4.95,4.91,4.85,6.08,3.6,0.155,0.092,1.48,40.0,1.35,0.36200000000000004,0.6920000000000001,0.2,21846
Tony Santillan,CIN,2022,5.49,4.08,5.15,9.61,5.49,0.21899999999999997,0.125,1.78,19.2,0.46,0.298,0.665,0.2,19926
