pitcher_name,team_abb,season,era,fip,xfip,k_per_9,bb_per_9,k_pct,bb_pct,whip,ip,hr_per_9,gb_pct,lob_pct,war,fangraphs_id
Andrew Vasquez,- - -,2023,3.35,4.41,4.98,8.01,4.28,0.196,0.105,1.43,48.1,0.74,0.465,0.7809999999999999,0.2,19482
Genesis Cabrera,- - -,2023,4.04,4.44,4.56,9.38,3.88,0.243,0.1,1.31,55.2,1.29,0.38299999999999995,0.737,0.2,17490
Drew Carlton,SDP,2023,4.35,3.79,4.13,7.84,2.61,0.212,0.071,1.16,20.2,0.87,0.439,0.586,0.2,19868
German Marquez,COL,2023,4.95,4.61,3.49,7.65,1.35,0.213,0.038,1.1,20.0,1.8,0.483,0.6709999999999999,0.2,15038
Brendan White,DET,2023,5.09,3.85,3.87,9.74,3.32,0.249,0.085,1.35,40.2,0.89,0.518,0.643,0.2,26024
Dallas Keuchel,MIN,2023,5.97,4.56,4.84,5.97,4.3,0.145,0.105,1.67,37.2,0.72,0.528,0.6579999999999999,0.2,9434
Aaron Loup,LAA,2023,6.1,4.36,4.6,8.32,3.7,0.195,0.087,1.75,48.2,1.11,0.466,0.636,0.2,10343
Bowden Francis,TOR,2023,1.73,3.86,4.16,8.67,1.98,0.257,0.059000000000000004,0.83,36.1,1.24,0.35200000000000004,1.0,0.2,20548
John Means,BAL,2023,2.66,5.24,5.91,3.8,1.52,0.114,0.045,0.72,23.2,1.52,0.28800000000000003,0.887,0.2,16269
Sean Newcomb,OAK,2023,3.0,4.06,4.62,10.2,5.4,0.27899999999999997,0.14800000000000002,1.13,15.0,0.6,0.424,0.795,0.2,16943
Sam Bachman,LAA,2023,3.18,3.73,4.7,7.41,5.82,0.182,0.14300000000000002,1.65,17.0,0.0,0.588,0.759,0.2,29754
Michael Kelly,CLE,2023,3.78,2.96,4.54,8.64,4.86,0.225,0.127,1.32,16.2,0.0,0.413,0.636,0.2,12791
Angel Felipe,OAK,2023,4.2,3.52,4.62,11.4,7.8,0.297,0.203,1.27,15.0,0.0,0.5329999999999999,0.65,0.2,21163
Jacob Lopez,TBR,2023,4.38,2.93,4.54,5.84,1.46,0.14800000000000002,0.037000000000000005,1.3,12.1,0.0,0.35700000000000004,0.611,0.2,25098
Joe La Sorsa,- - -,2023,4.41,4.11,4.84,7.71,2.48,0.193,0.062,1.26,32.2,0.83,0.42200000000000004,0.7240000000000001,0.2,25481
Chasen Shreve,- - -,2023,4.63,4.28,4.06,9.07,2.82,0.233,0.073,1.34,44.2,1.41,0.455,0.703,0.2,10855
Keaton Winn,SFG,2023,4.68,4.37,3.89,7.44,1.7,0.203,0.047,1.04,42.1,1.28,0.58,0.665,0.2,23499
Yunior Marte,PHI,2023,5.03,4.68,4.29,8.69,3.89,0.209,0.09300000000000001,1.63,39.1,1.37,0.488,0.6709999999999999,0.2,14416
Chase Anderson,- - -,2023,5.42,5.72,5.35,6.67,3.44,0.172,0.08900000000000001,1.42,86.1,1.77,0.36200000000000004,0.725,0.2,6895
Brett Kennedy,CIN,2023,6.5,4.64,6.31,4.5,3.5,0.10800000000000001,0.084,1.44,18.0,0.5,0.397,0.58,0.2,17877
Zach Plesac,CLE,2023,7.59,4.47,4.51,5.91,2.11,0.133,0.048,1.97,21.1,1.27,0.512,0.5820000000000001,0.2,19979
Luis Cessa,CIN,2023,9.0,5.41,5.63,3.81,4.15,0.083,0.091,2.23,26.0,1.04,0.38299999999999995,0.602,0.2,13345
Luis F. Ortiz,PHI,2023,3.32,3.04,3.75,7.58,2.37,0.2,0.063,1.47,19.0,0.47,0.517,0.789,0.2,16942
Nick Mears,COL,2023,3.72,4.08,5.63,9.78,6.52,0.24100000000000002,0.161,1.45,19.1,0.47,0.353,0.7609999999999999,0.2,25376
George Soriano,MIA,2023,3.81,4.37,4.68,9.0,3.98,0.228,0.10099999999999999,1.33,52.0,1.04,0.415,0.732,0.2,21863
Jose De Leon,MIN,2023,4.67,3.83,4.05,8.83,2.6,0.243,0.071,1.21,17.1,1.04,0.426,0.625,0.2,15463
Triston McKenzie,CLE,2023,5.06,4.51,6.07,9.0,7.31,0.21899999999999997,0.17800000000000002,1.56,16.0,0.56,0.341,0.6779999999999999,0.2,18000
Tyler Gilbert,ARI,2023,5.19,3.43,3.07,9.87,2.6,0.264,0.069,1.5,17.1,1.04,0.426,0.69,0.2,17964
Josh Staumont,KCR,2023,5.4,3.76,4.51,10.8,5.85,0.27,0.146,1.45,20.0,0.45,0.479,0.642,0.2,18335
Austin Adams,ARI,2023,5.71,3.72,4.68,11.42,4.15,0.272,0.099,1.38,17.1,0.52,0.37,0.616,0.2,13801
Nick Robertson,- - -,2023,6.04,3.88,3.91,10.48,3.63,0.245,0.085,1.75,22.1,1.21,0.47100000000000003,0.575,0.2,26226
Kolby Allard,ATL,2023,6.57,4.23,4.4,9.49,2.92,0.23199999999999998,0.071,1.62,12.1,1.46,0.308,0.64,0.2,18694
Carson Spiers,CIN,2023,6.92,4.02,5.82,8.31,4.85,0.188,0.109,1.92,13.0,0.69,0.267,0.551,0.2,27685
Yerry Rodriguez,TEX,2023,7.9,3.33,4.68,9.88,3.95,0.22699999999999998,0.091,1.9,13.2,0.66,0.289,0.569,0.2,21955
Mike Baumann,BAL,2023,3.76,4.4,4.81,8.49,4.59,0.223,0.121,1.31,64.2,0.97,0.42,0.7509999999999999,0.1,20206
Michael Tonkin,ATL,2023,4.28,4.43,4.3,8.44,2.59,0.231,0.071,1.09,80.0,1.46,0.38299999999999995,0.6779999999999999,0.1,10315
Seranthony Dominguez,PHI,2023,3.78,4.84,4.9,8.64,3.96,0.214,0.098,1.4,50.0,1.26,0.425,0.77,0.1,19249
Trevor May,OAK,2023,3.28,4.71,5.69,7.71,5.59,0.195,0.141,1.37,46.2,0.77,0.308,0.7490000000000001,0.1,6398
Alex Young,CIN,2023,3.86,4.99,4.26,8.39,3.35,0.212,0.085,1.36,53.2,1.68,0.488,0.7829999999999999,0.1,18333
Jared Shuster,ATL,2023,5.81,5.38,6.13,5.13,4.44,0.13,0.113,1.5,52.2,1.2,0.35700000000000004,0.655,0.1,27472
Jay Jackson,TOR,2023,2.12,4.2,4.29,8.19,2.73,0.233,0.078,0.91,29.2,1.21,0.436,0.893,0.1,7432
Caleb Thielbar,MIN,2023,3.23,4.46,3.49,10.57,1.76,0.3,0.05,0.95,30.2,2.05,0.364,0.885,0.1,10078
Ryne Stanek,HOU,2023,4.09,4.6,5.06,9.06,3.73,0.239,0.099,1.24,50.2,1.42,0.307,0.758,0.1,15947
Angel Zerpa,KCR,2023,4.85,4.54,4.04,7.59,1.69,0.198,0.044000000000000004,1.27,42.2,1.48,0.508,0.705,0.1,22717
Jose A. Ferrer,WSN,2023,5.03,4.55,4.09,6.62,3.44,0.17600000000000002,0.092,1.47,34.0,1.06,0.578,0.705,0.1,24017
Yency Almonte,LAD,2023,5.06,4.59,4.55,9.19,4.5,0.23600000000000002,0.115,1.4,48.0,1.13,0.42,0.655,0.1,15068
Rafael Montero,HOU,2023,5.08,4.46,4.1,10.56,3.88,0.265,0.09699999999999999,1.53,67.1,1.47,0.41200000000000003,0.728,0.1,12760
Ty Blach,COL,2023,5.54,5.63,5.01,5.77,2.77,0.142,0.068,1.64,78.0,1.73,0.392,0.735,0.1,14361
Roansy Contreras,PIT,2023,6.59,5.19,5.2,7.24,4.21,0.182,0.106,1.57,68.1,1.45,0.377,0.626,0.1,22810
Randy Vasquez,NYY,2023,2.87,4.98,5.27,7.88,4.3,0.19899999999999998,0.10800000000000001,1.27,37.2,1.19,0.364,0.889,0.1,24719
Andrew Kittredge,TBR,2023,3.09,3.43,4.15,7.71,1.54,0.2,0.04,1.2,11.2,0.77,0.37799999999999995,0.809,0.1,12828
Keynan Middleton,- - -,2023,3.38,4.2,3.26,11.37,4.09,0.302,0.10800000000000001,1.24,50.2,1.42,0.5660000000000001,0.833,0.1,15264
John Schreiber,BOS,2023,3.86,4.52,4.48,10.22,4.82,0.26,0.12300000000000001,1.41,46.2,1.16,0.42,0.779,0.1,20020
Sammy Peralta,CHW,2023,4.05,4.41,5.01,8.1,4.95,0.2,0.122,1.5,20.0,0.9,0.39299999999999996,0.6990000000000001,0.1,25589
Luis Garcia,SDP,2023,4.07,4.29,4.01,7.99,3.62,0.19899999999999998,0.09,1.39,59.2,0.91,0.615,0.732,0.1,6984
Josh Winder,MIN,2023,4.15,3.98,5.0,7.27,3.63,0.19,0.095,1.41,34.2,0.78,0.41,0.737,0.1,24606
Hunter Gaddis,CLE,2023,4.5,5.26,6.43,5.14,3.0,0.132,0.077,1.31,42.0,1.29,0.266,0.7509999999999999,0.1,25636
Tyler Alexander,DET,2023,4.5,4.1,4.14,9.0,1.02,0.243,0.027999999999999997,1.11,44.0,1.64,0.32,0.653,0.1,17735
Keegan Thompson,CHC,2023,4.71,4.44,5.44,8.16,5.97,0.20800000000000002,0.152,1.36,28.2,0.63,0.41,0.672,0.1,19795
Mauricio Llovera,- - -,2023,4.89,4.34,4.79,7.46,3.86,0.18100000000000002,0.094,1.46,35.0,0.77,0.46799999999999997,0.591,0.1,20080
Grant Anderson,TEX,2023,5.05,4.66,4.69,7.57,3.53,0.195,0.091,1.46,35.2,1.26,0.46299999999999997,0.7170000000000001,0.1,20546
Joe Jacques,BOS,2023,5.06,4.53,4.86,6.75,3.38,0.16399999999999998,0.08199999999999999,1.58,26.2,0.68,0.647,0.6859999999999999,0.1,25178
Seth Martinez,HOU,2023,5.23,4.42,4.71,9.42,3.98,0.231,0.09699999999999999,1.49,43.0,1.05,0.377,0.6509999999999999,0.1,21045
Sean Hjelle,SFG,2023,6.52,4.22,4.02,9.62,4.03,0.223,0.094,1.76,29.0,0.93,0.5329999999999999,0.591,0.1,21481
Yerry De Los Santos,PIT,2023,3.33,4.04,4.86,6.66,4.81,0.17300000000000001,0.125,1.23,24.1,0.37,0.5489999999999999,0.7090000000000001,0.1,21420
Jacob Webb,- - -,2023,3.69,4.48,4.85,9.56,5.03,0.24600000000000002,0.129,1.29,53.2,1.01,0.371,0.789,0.1,19274
Ryan Thompson,- - -,2023,3.82,4.33,4.41,6.16,2.35,0.174,0.066,0.91,30.2,0.88,0.612,0.647,0.1,16647
Darius Vines,ATL,2023,3.98,4.98,5.58,6.2,3.1,0.16699999999999998,0.083,1.08,20.1,1.33,0.40299999999999997,0.691,0.1,25928
Ray Kerr,SDP,2023,4.33,4.18,3.24,11.67,3.0,0.307,0.079,1.26,27.0,1.67,0.397,0.7140000000000001,0.1,23809
Matt Waldron,SDP,2023,4.35,5.46,4.79,6.75,2.61,0.179,0.069,1.23,41.1,1.96,0.4,0.807,0.1,25550
Tanner Banks,CHW,2023,4.43,4.7,4.71,7.52,2.36,0.2,0.063,1.23,61.0,1.48,0.37200000000000005,0.723,0.1,16990
Rob Zastryzny,PIT,2023,4.79,4.32,5.85,6.53,5.66,0.155,0.134,1.79,20.2,0.44,0.38799999999999996,0.618,0.1,15094
Jose Hernandez,PIT,2023,4.97,4.48,4.0,11.01,3.91,0.278,0.099,1.36,50.2,1.6,0.387,0.6970000000000001,0.1,22318
Andrew Bellatti,PHI,2023,5.11,4.8,4.97,9.12,4.38,0.221,0.106,1.5,24.2,1.46,0.32899999999999996,0.701,0.1,10657
Justin Bruihl,- - -,2023,5.46,4.11,4.84,7.07,3.54,0.182,0.091,1.39,28.0,0.64,0.494,0.612,0.1,23779
Matt Barnes,MIA,2023,5.48,4.15,4.4,8.44,4.22,0.20199999999999999,0.10099999999999999,1.64,21.1,0.84,0.493,0.693,0.1,12863
Tim Herrin,CLE,2023,5.53,3.87,4.01,10.41,3.9,0.264,0.099,1.48,27.2,0.98,0.444,0.644,0.1,25139
Trey Wingenter,DET,2023,5.82,3.96,4.18,11.65,3.71,0.289,0.092,1.35,17.0,1.06,0.43200000000000005,0.647,0.1,17793
Tucker Davidson,- - -,2023,5.96,4.27,4.42,8.06,3.33,0.195,0.081,1.62,51.1,1.05,0.442,0.631,0.1,19871
Connor Phillips,CIN,2023,6.97,5.92,5.01,11.32,5.66,0.271,0.135,1.5,20.2,2.18,0.33899999999999997,0.64,0.1,27649
Andrew Saalfrank,ARI,2023,0.0,3.26,3.74,5.23,3.48,0.146,0.098,1.06,10.1,0.0,0.71,0.818,0.1,26203
Jackson Stephens,ATL,2023,3.0,3.76,4.05,8.25,3.75,0.212,0.096,1.5,12.0,0.75,0.41200000000000003,0.843,0.1,14420
Dany Jimenez,OAK,2023,3.47,4.93,5.52,8.1,5.4,0.223,0.149,1.07,23.1,1.16,0.281,0.769,0.1,21170
Emerson Hancock,SEA,2023,4.5,4.09,5.07,4.5,2.25,0.122,0.061,1.33,12.0,0.75,0.475,0.685,0.1,27470
Eduard Bazardo,- - -,2023,4.5,3.76,3.89,8.44,2.25,0.22399999999999998,0.06,1.19,16.0,1.13,0.396,0.679,0.1,20997
Steven Cruz,KCR,2023,4.97,4.76,6.08,10.66,7.82,0.242,0.177,1.74,12.2,0.71,0.34299999999999997,0.741,0.1,23165
Peyton Battenfield,CLE,2023,5.19,5.36,4.83,7.01,3.12,0.185,0.08199999999999999,1.33,34.2,1.82,0.43,0.6629999999999999,0.1,25777
Jacob Barnes,STL,2023,5.93,3.91,5.5,5.27,1.98,0.131,0.049,1.54,13.2,0.66,0.429,0.534,0.1,12323
Tyler Kinley,COL,2023,6.06,4.85,5.29,9.37,3.31,0.22399999999999998,0.079,1.65,16.1,1.65,0.196,0.7140000000000001,0.1,18297
Denyi Reyes,NYM,2023,7.78,4.88,4.75,7.78,3.66,0.18899999999999997,0.08900000000000001,1.68,19.2,1.37,0.397,0.57,0.1,20526
Levi Stoudt,CIN,2023,9.58,5.09,5.6,7.84,6.97,0.16399999999999998,0.145,2.32,10.1,0.87,0.447,0.575,0.1,25650
Alex Lange,DET,2023,3.68,4.36,4.38,10.77,6.14,0.27399999999999997,0.156,1.33,66.0,0.82,0.506,0.748,0.0,19883
Jordan Weems,WSN,2023,3.62,4.9,4.64,9.88,4.61,0.259,0.121,1.21,54.2,1.48,0.38799999999999996,0.78,0.0,13190
Grant Hartwig,NYM,2023,4.84,4.44,4.84,7.64,3.82,0.19,0.095,1.39,35.1,0.76,0.48100000000000004,0.63,0.0,29946
Nate Pearson,TOR,2023,4.85,4.85,5.04,9.07,3.8,0.23600000000000002,0.099,1.27,42.2,1.48,0.305,0.6779999999999999,0.0,20160
Robert Suarez,SDP,2023,4.23,4.48,3.92,7.81,3.25,0.222,0.09300000000000001,0.9,27.2,1.3,0.486,0.619,0.0,30115
Drey Jameson,ARI,2023,3.32,4.76,4.71,8.19,3.98,0.213,0.10300000000000001,1.43,40.2,1.33,0.45799999999999996,0.87,0.0,26260
Jose Cuas,- - -,2023,3.99,4.6,4.48,9.78,4.82,0.243,0.12,1.5,65.1,1.1,0.461,0.8,0.0,17701
Jose Cisnero,DET,2023,5.31,4.6,4.2,10.62,3.79,0.262,0.094,1.48,59.1,1.52,0.439,0.684,0.0,6399
Hogan Harris,OAK,2023,7.14,5.02,5.21,8.0,4.0,0.19699999999999998,0.099,1.51,63.0,1.43,0.397,0.56,0.0,21520
Bruce Zimmermann,BAL,2023,4.73,4.53,3.34,9.45,0.0,0.23,0.0,1.28,13.1,2.03,0.47700000000000004,0.743,0.0,20370
Nick Lodolo,CIN,2023,6.29,5.79,3.78,12.32,2.62,0.28300000000000003,0.06,1.75,34.1,2.62,0.46,0.8109999999999999,0.0,26378
Colin Selby,PIT,2023,9.0,4.8,3.94,11.25,5.63,0.263,0.132,1.83,24.0,1.5,0.485,0.521,0.0,24986
Penn Murfee,SEA,2023,1.29,4.26,4.15,10.29,6.43,0.276,0.172,1.07,14.0,0.64,0.467,0.753,0.0,25174
Trent Thornton,- - -,2023,2.01,4.24,4.18,7.47,1.72,0.20800000000000002,0.048,1.15,31.1,1.44,0.39799999999999996,0.828,0.0,17948
Davis Daniel,LAA,2023,2.19,5.04,6.0,6.57,6.57,0.17300000000000001,0.17300000000000001,1.3,12.1,0.73,0.47100000000000003,0.89,0.0,27582
Carson Fulmer,LAA,2023,2.7,4.86,5.04,5.4,3.6,0.154,0.10300000000000001,1.0,10.0,0.9,0.5710000000000001,0.833,0.0,18311
Ryan Weber,NYY,2023,3.14,4.51,4.54,4.4,0.63,0.11699999999999999,0.017,1.26,14.1,1.26,0.46,0.8640000000000001,0.0,10160
Dylan Covey,- - -,2023,3.77,4.7,4.42,6.28,3.56,0.157,0.08900000000000001,1.51,43.0,1.05,0.5429999999999999,0.75,0.0,14825
Dylan Lee,ATL,2023,4.18,4.44,4.06,9.13,3.04,0.23800000000000002,0.079,1.35,23.2,1.52,0.38799999999999996,0.682,0.0,19996
Nick Vespi,BAL,2023,4.3,4.41,4.33,5.52,1.23,0.153,0.034,1.23,14.2,1.23,0.46799999999999997,0.741,0.0,21093
Kirby Snead,OAK,2023,4.63,4.37,4.81,6.94,4.63,0.161,0.107,1.71,11.2,0.77,0.46299999999999997,0.6990000000000001,0.0,19179
Tyson Miller,- - -,2023,4.7,5.02,5.69,5.87,3.52,0.156,0.094,1.24,15.1,1.17,0.191,0.698,0.0,19976
Nick Wittgren,KCR,2023,4.97,4.36,5.46,5.59,3.41,0.141,0.086,1.41,29.0,0.62,0.44799999999999995,0.655,0.0,15594
Kevin Herget,CIN,2023,5.18,5.31,5.62,4.81,2.22,0.124,0.057,1.32,24.1,1.48,0.33299999999999996,0.7040000000000001,0.0,15369
Jesse Scholtens,CHW,2023,5.29,5.31,5.28,6.14,3.18,0.154,0.08,1.53,85.0,1.59,0.413,0.703,0.0,19205
Jonathan Hernandez,TEX,2023,5.4,4.55,4.63,9.66,4.26,0.231,0.102,1.58,31.2,1.14,0.511,0.7020000000000001,0.0,17464
JC Mejia,MIL,2023,5.56,4.31,3.04,10.32,2.38,0.26,0.06,1.59,11.1,1.59,0.455,0.741,0.0,20617
Mike Mayers,KCR,2023,6.15,5.08,5.18,5.81,3.42,0.14300000000000002,0.084,1.67,26.1,1.37,0.42700000000000005,0.6509999999999999,0.0,15451
Matt Carasiti,COL,2023,6.29,5.02,4.71,5.92,4.07,0.145,0.1,1.6,24.1,1.11,0.561,0.5870000000000001,0.0,13276
Reed Garrett,- - -,2023,6.41,4.83,4.45,7.32,3.2,0.184,0.08,1.47,19.2,1.37,0.444,0.62,0.0,16866
Jackson Rutledge,WSN,2023,6.75,5.86,6.15,5.4,2.7,0.136,0.068,1.5,20.0,1.8,0.265,0.644,0.0,26215
Kyle Wright,ATL,2023,6.97,5.19,4.05,9.87,4.94,0.21899999999999997,0.11,1.84,31.0,1.45,0.602,0.648,0.0,19665
Calvin Faucher,TBR,2023,7.01,4.85,4.44,8.77,4.21,0.20800000000000002,0.1,1.68,25.2,1.4,0.5,0.625,0.0,20116
Spencer Turnbull,DET,2023,7.26,5.55,5.21,6.97,4.35,0.166,0.10300000000000001,1.68,31.0,1.45,0.485,0.604,0.0,16207
Eduardo Salazar,CIN,2023,8.03,4.63,6.51,3.65,3.65,0.08199999999999999,0.08199999999999999,1.7,12.1,0.0,0.511,0.56,0.0,23135
Josh Taylor,KCR,2023,8.15,4.78,3.34,13.25,4.58,0.313,0.10800000000000001,1.75,17.2,2.04,0.45799999999999996,0.551,0.0,17359
Hunter Stratton,PIT,2023,2.25,4.76,3.97,7.5,2.25,0.213,0.064,1.0,12.0,1.5,0.515,0.98,0.0,23455
Jonathan Loaisiga,NYY,2023,3.06,4.56,5.05,3.06,0.51,0.087,0.013999999999999999,0.85,17.2,1.02,0.5329999999999999,0.7040000000000001,0.0,19753
Greg Weissert,NYY,2023,4.05,4.36,3.89,9.9,3.6,0.253,0.092,1.45,20.0,1.35,0.509,0.8140000000000001,0.0,20375
Oliver Ortega,MIN,2023,4.3,4.76,5.46,8.59,4.3,0.222,0.111,1.23,14.2,1.23,0.33299999999999996,0.741,0.0,21025
Luis Patino,- - -,2023,4.57,5.33,5.29,7.48,5.82,0.182,0.141,1.62,21.2,1.25,0.40299999999999997,0.747,0.0,22815
John Curtiss,NYM,2023,4.58,4.83,4.95,7.32,3.66,0.198,0.099,1.27,19.2,1.37,0.40399999999999997,0.721,0.0,16128
Richard Lovelady,OAK,2023,4.63,4.54,4.57,9.26,3.86,0.25,0.10400000000000001,1.07,23.1,1.16,0.475,0.63,0.0,19337
Anthony Bass,TOR,2023,4.95,4.66,4.61,8.55,4.05,0.21600000000000003,0.102,1.4,20.0,1.35,0.38299999999999995,0.672,0.0,7982
Brandon Walter,BOS,2023,6.26,4.6,5.28,6.26,2.74,0.151,0.066,1.7,23.0,1.17,0.42700000000000005,0.642,0.0,26056
Joely Rodriguez,BOS,2023,6.55,4.71,3.4,11.45,4.91,0.275,0.11800000000000001,1.73,11.0,1.64,0.452,0.617,0.0,11487
Mitch White,TOR,2023,7.11,4.91,5.99,9.24,4.97,0.217,0.11699999999999999,1.74,12.2,1.42,0.205,0.573,0.0,19225
Brandon Hughes,CHC,2023,7.24,4.65,4.32,11.2,5.27,0.27,0.127,1.61,13.2,1.32,0.314,0.594,0.0,23460
Noah Davis,COL,2023,8.7,6.02,5.35,7.8,4.5,0.17800000000000002,0.10300000000000001,1.93,30.0,1.8,0.46,0.597,0.0,25862
James Naile,STL,2023,8.8,4.95,5.29,4.11,5.28,0.08800000000000001,0.113,2.35,15.1,0.59,0.54,0.491,0.0,18186
Kirby Yates,ATL,2023,3.28,4.63,4.34,11.93,5.52,0.315,0.146,1.19,60.1,1.34,0.364,0.8540000000000001,-0.1,9073
Kendall Graveman,- - -,2023,3.12,4.88,4.81,8.95,4.88,0.23399999999999999,0.128,1.31,66.1,1.22,0.387,0.8190000000000001,-0.1,15514
Ron Marinaccio,NYY,2023,3.99,4.69,4.79,10.65,5.13,0.273,0.132,1.31,47.1,1.14,0.387,0.743,-0.1,23488
Andre Pallante,STL,2023,4.76,4.59,4.01,5.69,3.97,0.142,0.099,1.56,68.0,0.79,0.778,0.716,-0.1,26108
Matt Koch,COL,2023,5.12,5.07,4.42,6.28,2.09,0.166,0.055,1.29,38.2,1.63,0.49200000000000005,0.711,-0.1,13420
Carlos Rodon,NYY,2023,6.85,5.79,5.3,8.95,3.92,0.22399999999999998,0.098,1.45,64.1,2.1,0.271,0.605,-0.1,16137
Bryce Jarvis,ARI,2023,3.04,5.03,5.27,4.56,3.42,0.13,0.098,0.97,23.2,1.14,0.44299999999999995,0.745,-0.1,27477
Connor Brogdon,PHI,2023,4.03,5.15,5.13,8.07,4.03,0.205,0.102,1.45,29.0,1.55,0.37200000000000005,0.8059999999999999,-0.1,21205
Scott McGough,ARI,2023,4.73,4.76,3.51,11.0,3.84,0.28600000000000003,0.1,1.28,70.1,1.79,0.486,0.718,-0.1,12056
Michael Rucker,CHC,2023,4.91,4.84,4.22,8.93,4.24,0.22699999999999998,0.10800000000000001,1.44,40.1,1.34,0.518,0.741,-0.1,19454
Jimmy Yacabonis,NYM,2023,6.59,5.08,5.24,7.24,3.95,0.177,0.09699999999999999,1.46,13.2,1.32,0.409,0.604,-0.1,15157
Anthony Misiewicz,- - -,2023,7.36,5.8,5.99,6.55,4.91,0.145,0.109,2.09,11.0,1.64,0.293,0.594,-0.1,18152
Garrett Cleavinger,TBR,2023,3.0,4.84,4.33,10.5,4.5,0.292,0.125,1.0,12.0,1.5,0.40700000000000003,0.784,-0.1,17897
Adam Ottavino,NYM,2023,3.21,4.52,4.33,9.05,4.23,0.23800000000000002,0.111,1.22,61.2,1.02,0.563,0.8059999999999999,-0.1,1247
Luis Frias,ARI,2023,4.06,4.67,5.39,7.55,4.94,0.187,0.122,1.52,31.0,0.87,0.415,0.7809999999999999,-0.1,21997
Kyle Harrison,SFG,2023,4.15,5.53,5.01,9.09,2.86,0.23800000000000002,0.075,1.15,34.2,2.08,0.268,0.762,-0.1,27758
Yohan Ramirez,- - -,2023,4.23,4.64,4.66,8.22,3.99,0.19899999999999998,0.09699999999999999,1.46,38.1,0.7,0.584,0.732,-0.1,19444
Richard Bleier,BOS,2023,5.28,5.11,4.5,4.7,1.47,0.121,0.038,1.37,30.2,1.47,0.552,0.6579999999999999,-0.1,7803
Ben Joyce,LAA,2023,5.4,5.56,6.24,9.0,8.1,0.20800000000000002,0.188,1.8,10.0,0.9,0.46399999999999997,0.7390000000000001,-0.1,31461
Dennis Santana,NYM,2023,5.91,5.69,5.74,10.13,5.91,0.24,0.14,1.59,10.2,1.69,0.267,0.7240000000000001,-0.1,17878
Gus Varland,- - -,2023,6.64,5.71,5.26,8.85,7.08,0.19399999999999998,0.155,2.11,20.1,1.33,0.508,0.653,-0.1,24737
Reiver Sanmartin,CIN,2023,7.07,5.4,4.84,8.36,6.43,0.18600000000000003,0.14300000000000002,1.93,14.0,1.29,0.5429999999999999,0.579,-0.1,19754
Lucas Luetge,ATL,2023,7.24,4.86,4.54,9.22,4.61,0.215,0.10800000000000001,1.76,13.2,1.32,0.419,0.631,-0.1,8337
Connor Seabold,COL,2023,7.52,5.75,5.59,6.9,2.89,0.16399999999999998,0.069,1.65,87.1,1.96,0.33399999999999996,0.603,-0.1,19695
Drew Rom,STL,2023,8.02,5.75,5.6,8.55,5.08,0.188,0.11199999999999999,2.08,33.2,1.87,0.395,0.598,-0.1,24602
Ty Adcock,SEA,2023,3.45,5.17,3.64,6.32,0.0,0.19,0.0,0.7,15.2,2.3,0.37,0.741,-0.1,25651
Garrett Crochet,CHW,2023,3.55,5.7,7.16,8.53,9.24,0.188,0.203,1.97,12.2,0.71,0.324,0.813,-0.1,27463
Domingo Tapia,SDP,2023,3.57,5.35,5.66,7.13,6.11,0.187,0.16,1.42,17.2,1.02,0.45799999999999996,0.7759999999999999,-0.1,12178
Cole Sands,MIN,2023,3.74,5.52,5.33,8.72,5.4,0.214,0.133,1.52,21.2,1.66,0.391,0.8390000000000001,-0.1,21461
Ben Heller,ATL,2023,3.86,5.02,5.31,7.71,5.3,0.195,0.134,1.45,18.2,0.96,0.491,0.763,-0.1,15100
Max Castillo,KCR,2023,4.43,5.32,5.83,4.43,3.98,0.11199999999999999,0.10099999999999999,1.43,20.1,0.89,0.409,0.753,-0.1,21956
Adrian Martinez,OAK,2023,4.75,4.75,4.66,7.69,3.11,0.195,0.079,1.42,55.0,1.31,0.382,0.7240000000000001,-0.1,21023
Hobie Harris,WSN,2023,5.12,5.84,7.06,4.19,6.05,0.099,0.14300000000000002,1.76,19.1,0.93,0.368,0.7140000000000001,-0.1,18615
Joel Kuhnel,- - -,2023,5.54,6.18,5.7,2.08,3.46,0.052000000000000005,0.086,1.62,13.0,1.38,0.5710000000000001,0.7290000000000001,-0.1,19995
Sam Long,OAK,2023,5.6,4.74,5.39,6.4,4.2,0.161,0.106,1.56,45.0,1.0,0.42700000000000005,0.6559999999999999,-0.1,25379
Tayler Scott,- - -,2023,5.6,5.75,6.25,8.66,5.09,0.193,0.114,1.87,17.2,1.53,0.36200000000000004,0.755,-0.1,13652
Anthony Kay,- - -,2023,6.14,5.78,6.03,6.75,5.52,0.16699999999999998,0.136,1.5,14.2,1.23,0.295,0.66,-0.1,20387
Ian Kennedy,TEX,2023,7.16,5.52,4.66,11.57,3.86,0.28,0.09300000000000001,1.41,16.1,2.2,0.33299999999999996,0.515,-0.1,6986
Zach Logue,DET,2023,7.36,5.53,3.79,8.18,1.64,0.204,0.040999999999999995,1.36,11.0,2.45,0.45899999999999996,0.556,-0.1,20231
Josh Walker,NYM,2023,8.1,5.26,5.14,10.8,5.4,0.25,0.125,1.8,10.0,1.8,0.233,0.461,-0.1,23617
Taylor Hearn,- - -,2023,11.4,6.32,5.06,9.0,4.8,0.19699999999999998,0.105,2.07,15.0,2.4,0.308,0.47200000000000003,-0.1,18325
